codec,uncompressed_size,compressed_size,compression_time_s,compression_max_RSS_kB,decompression_time_s,decompression_max_RSS_kB,filename,test_set,compression_speed_MiB/s,decompression_speed_MiB/s,compression_rank,compression_speed_rank,decompression_speed_rank
xz,129852486,78791952,87.96,691272,8.04,67736,02_NA12878_S1.chr11.sam.deez_rawstreams.EditACGT_U_SeqVec,2,1.407878363,9.346002607,1,5,4
rans0,129852486,121691659,4.75,4776,6.48,5356,02_NA12878_S1.chr11.sam.deez_rawstreams.EditACGT_U_SeqVec,2,26.07094333,17.90960026,6,1,2
rans1,129852486,101288624,6.21,5992,6.02,6504,02_NA12878_S1.chr11.sam.deez_rawstreams.EditACGT_U_SeqVec,2,19.94154281,16.04590685,5,2,3
gabac,129852486,88638149,622.76,2594672,53.34,2210868,02_NA12878_S1.chr11.sam.deez_rawstreams.EditACGT_U_SeqVec,2,0.198851854,1.584775518,4,6,7
gzip,24230970,3173190,5.8,1696,0.36,1624,02_NA12878_S1.chr11.sam.deez_rawstreams.TagXAZ,2,3.984216164,8.406082789,3,5,3
bzip2,24230970,3142983,4.01,9776,0.89,6808,02_NA12878_S1.chr11.sam.deez_rawstreams.TagXAZ,2,5.762706671,3.367845128,2,4,4
xz,24230970,2100724,21.6,281244,0.84,25816,02_NA12878_S1.chr11.sam.deez_rawstreams.TagXAZ,2,1.069835822,2.385007767,1,6,5
rans0,24230970,11847973,0.64,4472,0.67,4572,02_NA12878_S1.chr11.sam.deez_rawstreams.TagXAZ,2,36.10695899,16.86433963,6,1,1
rans1,24230970,6769298,0.82,4300,0.6,5728,02_NA12878_S1.chr11.sam.deez_rawstreams.TagXAZ,2,28.18104116,10.7595094,5,2,2
gabac,24230970,3227789,3.95,285044,1.42,364800,02_NA12878_S1.chr11.sam.deez_rawstreams.TagXAZ,2,5.850241456,2.167788358,4,3,6
gzip,102372430,23608405,127.1,1764,1.68,1620,02_NA12878_S1.chr11.sam.deez_rawstreams.MappingFlag,2,0.76813499,13.4016247,4,5,2
bzip2,102372430,20982634,15.91,9888,5.74,7048,02_NA12878_S1.chr11.sam.deez_rawstreams.MappingFlag,2,6.136389516,3.486167097,2,3,5
xz,102372430,19196652,206.64,691336,3.79,67816,02_NA12878_S1.chr11.sam.deez_rawstreams.MappingFlag,2,0.472463982,4.830436405,1,6,4
rans0,102372430,35734875,2.55,4456,2.37,4460,02_NA12878_S1.chr11.sam.deez_rawstreams.MappingFlag,2,38.28625773,14.37950738,6,1,1
rans1,102372430,22429559,2.7,4132,2.99,5628,02_NA12878_S1.chr11.sam.deez_rawstreams.MappingFlag,2,36.15924341,7.154011487,3,2,3
gabac,102372430,23635891,34.2,1854124,34.58,1909656,02_NA12878_S1.chr11.sam.deez_rawstreams.MappingFlag,2,2.854677111,0.651849109,5,4,7
gzip,608218,35104,0.11,1656,0.01,1696,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams,1,5.273108049,3.34777832,4,3,2
bzip2,608218,32872,0.06,4920,0.02,4076,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams,1,9.667364756,1.567459106,3,2,5
xz,608218,28732,0.13,74276,0.01,4664,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams,1,4.461860657,2.740097046,1,4,4
rans0,608218,60794,0.01,2132,0.02,2456,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams,1,58.00418854,2.89888382,5,1,3
rans1,608218,70922,0.01,3088,0.02,3020,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams,1,58.00418854,3.381824493,6,1,1
gabac,608218,32753,0.14,11084,0.06,14216,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams,1,4.143156324,0.520594915,2,5,7
gzip,45970451,46386,0.48,1784,0.68,1620,02_NA12878_S1.chr11.sam.deez_rawstreams.TagMDZ,2,91.33508007,0.065054613,6,1,1
bzip2,45970451,1622,0.67,9460,0.62,5760,02_NA12878_S1.chr11.sam.deez_rawstreams.TagMDZ,2,65.43408721,0.002494935,1,2,5
xz,45970451,8364,8.09,472156,0.63,47044,02_NA12878_S1.chr11.sam.deez_rawstreams.TagMDZ,2,5.419139485,0.012661162,4,6,3
rans0,45970451,12954,0.83,2488,0.89,3296,02_NA12878_S1.chr11.sam.deez_rawstreams.TagMDZ,2,52.82028727,0.013880783,5,3,2
rans1,45970451,8231,1.11,2620,1.14,4572,02_NA12878_S1.chr11.sam.deez_rawstreams.TagMDZ,2,39.49625084,0.006885696,3,4,4
gabac,45970451,1625,6.63,409676,2.82,530408,02_NA12878_S1.chr11.sam.deez_rawstreams.TagMDZ,2,6.612494485,0.000549546,2,5,6
gzip,53559114,34225333,17.83,1732,1.1,1540,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditSeqpos,1,2.864719654,29.67256459,2,5,1
bzip2,53559114,34827307,7.43,10688,4.28,7048,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditSeqpos,1,6.874556047,7.760258924,4,3,5
xz,53559114,32614668,36.49,540244,3.17,55160,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditSeqpos,1,1.399779431,9.811915208,1,6,4
rans0,53559114,37596202,1.4,4712,1.5,5092,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditSeqpos,1,36.48425102,23.90302149,6,1,2
rans1,53559114,34417092,1.78,5340,1.68,6076,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditSeqpos,1,28.69547833,19.53731946,3,2,3
gabac,53559114,35256019,14.22,949380,9.79,983168,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditSeqpos,1,3.591979707,3.434398347,5,4,7
gzip,94759522,5020442,11.4,1784,1.44,1644,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.MappingQual,1,7.927168629,3.324907356,5,5,2
bzip2,94759522,4625288,1.83,9928,1.74,6720,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.MappingQual,1,49.38236195,2.53506803,3,3,4
xz,94759522,4589004,22.89,685180,1.57,67792,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.MappingQual,1,3.948000103,2.787525639,2,6,3
rans0,94759522,7247167,1.5,4624,1.85,4928,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.MappingQual,1,60.24648158,3.735911911,6,1,1
rans1,94759522,4898479,1.67,4704,2.03,5516,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.MappingQual,1,54.11360621,2.301257937,4,2,5
gabac,94759522,4236462,5.56,1795368,5.11,1799712,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.MappingQual,1,16.25354719,0.790646771,1,4,7
gzip,31714852,587032,1.81,1740,0.45,1556,02_NA12878_S1.chr11.sam.deez_rawstreams.TagX1j,2,16.71029823,1.244082981,4,5,2
bzip2,31714852,469326,0.68,9156,0.54,6300,02_NA12878_S1.chr11.sam.deez_rawstreams.TagX1j,2,44.47888206,0.828859541,1,4,4
xz,31714852,497004,8.09,347012,0.74,33184,02_NA12878_S1.chr11.sam.deez_rawstreams.TagX1j,2,3.738645216,0.640513446,3,6,5
rans0,31714852,1084631,0.55,3744,0.62,4264,02_NA12878_S1.chr11.sam.deez_rawstreams.TagX1j,2,54.99207237,1.668362464,6,1,1
rans1,31714852,715989,0.67,3756,0.69,5136,02_NA12878_S1.chr11.sam.deez_rawstreams.TagX1j,2,45.14274597,0.989594667,5,3,3
gabac,31714852,493865,0.57,283740,1.77,304004,02_NA12878_S1.chr11.sam.deez_rawstreams.TagX1j,2,53.06252597,0.266093992,2,2,6
gzip,94759522,301801,1.68,1800,1.35,1604,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditSeqend,1,53.79150141,0.213199898,4,3,1
bzip2,94759522,178972,1.97,9868,1.48,5944,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditSeqend,1,45.87295552,0.115325,2,5,3
xz,94759522,249528,12.54,685424,4.35,67772,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditSeqend,1,7.206516935,0.05470539,3,6,7
rans0,94759522,348126,1.84,2848,4.99,3404,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditSeqend,1,49.11397955,0.066532831,5,4,5
rans1,94759522,349909,1.6,3096,2.81,4740,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditSeqend,1,56.48107648,0.118754173,6,2,2
gabac,94759522,178929,1.25,838036,2.16,1060328,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditSeqend,1,72.29577789,0.078999996,1,1,4
gzip,34928177,24353531,5.75,1740,0.81,1676,02_NA12878_S1.chr11.sam.deez_rawstreams.EditSeqpos,2,5.793061795,28.67325559,4,3,1
bzip2,34928177,25267913,5.78,9788,3.4,6948,02_NA12878_S1.chr11.sam.deez_rawstreams.EditSeqpos,2,5.762994001,7.087458723,6,4,5
xz,34928177,23067320,29.15,375148,3.07,36244,02_NA12878_S1.chr11.sam.deez_rawstreams.EditSeqpos,2,1.142713733,7.165703789,1,6,4
rans0,34928177,24627515,1.11,4724,1,4924,02_NA12878_S1.chr11.sam.deez_rawstreams.EditSeqpos,2,30.0091039,23.48662853,5,1,2
rans1,34928177,23475928,1.37,5236,1.29,6124,02_NA12878_S1.chr11.sam.deez_rawstreams.EditSeqpos,2,24.31394549,17.35534077,2,2,3
gabac,34928177,24210902,26.96,742952,20.3,1032480,02_NA12878_S1.chr11.sam.deez_rawstreams.EditSeqpos,2,1.235538031,1.1374047,3,5,6
gzip,17524498,11367810,6.93,1720,0.42,1628,02_NA12878_S1.chr11.sam.deez_rawstreams.readNamePair,2,2.411639776,25.81235341,5,4,1
bzip2,17524498,9840822,3.46,10684,1.47,6668,02_NA12878_S1.chr11.sam.deez_rawstreams.readNamePair,2,4.83024961,6.384312377,2,3,5
xz,17524498,9736240,16.67,223784,1.44,19316,02_NA12878_S1.chr11.sam.deez_rawstreams.readNamePair,2,1.002559307,6.448056963,1,6,4
rans0,17524498,12427097,0.53,4772,0.71,4828,02_NA12878_S1.chr11.sam.deez_rawstreams.readNamePair,2,31.53332764,16.69211723,6,1,2
rans1,17524498,10404731,0.69,5820,0.6,6236,02_NA12878_S1.chr11.sam.deez_rawstreams.readNamePair,2,24.22125167,16.53787454,3,2,3
gabac,17524498,10695975,13.85,370784,8.75,504376,02_NA12878_S1.chr11.sam.deez_rawstreams.readNamePair,2,1.206690516,1.16576876,4,5,7
gzip,209715200,8851603,41.46,1768,2.74,1620,02_NA12878_S1.chr11.sam.deez_rawstreams.tagBuffer.cropped,2,4.823926676,3.080856365,4,3,2
bzip2,209715200,6604309,122.64,9816,7.76,6872,02_NA12878_S1.chr11.sam.deez_rawstreams.tagBuffer.cropped,2,1.630789302,0.811644313,1,6,5
xz,209715200,8556912,87.45,691296,3.15,67720,02_NA12878_S1.chr11.sam.deez_rawstreams.tagBuffer.cropped,2,2.287021155,2.590637207,3,5,3
rans0,209715200,96707301,4.79,4424,4.73,4892,02_NA12878_S1.chr11.sam.deez_rawstreams.tagBuffer.cropped,2,41.75365344,19.49836558,6,1,1
rans1,209715200,7198677,4.85,3812,5.24,5556,02_NA12878_S1.chr11.sam.deez_rawstreams.tagBuffer.cropped,2,41.2371134,1.310151406,2,2,4
gabac,209715200,9728206,67.95,619176,13.57,677356,02_NA12878_S1.chr11.sam.deez_rawstreams.tagBuffer.cropped,2,2.943340692,0.683680192,5,4,7
gzip,94759522,24899936,98.24,1732,2.29,1628,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.TagASj,1,0.919887239,10.36961984,6,5,2
bzip2,94759522,23988568,7.01,9968,5.06,7036,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.TagASj,1,12.89154385,4.521201816,5,3,5
xz,94759522,21879992,131.08,685084,2.81,67752,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.TagASj,1,0.689424186,7.42576029,3,6,4
rans0,94759522,23778218,1.81,4804,2.06,5060,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.TagASj,1,49.92802341,11.00809505,4,1,1
rans1,94759522,21749687,2.2,4928,2.26,5828,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.TagASj,1,41.07714653,9.177928266,2,2,3
gabac,94759522,20843335,27.9,1795460,24.98,1848864,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.TagASj,1,3.239058149,0.795746728,1,4,7
gzip,209715200,151624970,91.17,1760,4.14,1632,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.readNameContent.cropped,1,2.193704069,34.92773904,3,4,1
bzip2,209715200,146731220,33.27,10000,19.41,6996,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.readNameContent.cropped,1,6.011421701,7.209366096,2,3,6
xz,209715200,143661632,231.4,691412,17.67,67720,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.readNameContent.cropped,1,0.864304235,7.753616791,1,5,4
rans0,209715200,170648440,5.6,4752,5.61,5284,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.readNameContent.cropped,1,35.71428571,29.00945354,6,1,2
rans1,209715200,153456147,8.1,6032,7.39,6612,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.readNameContent.cropped,1,24.69135802,19.80340813,5,2,3
gabac,209715200,152348181,333.07,3703276,25.34,4161024,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.readNameContent.cropped,1,0.600474375,5.733644332,4,6,7
gzip,51186215,49758,0.65,1840,1.06,1552,02_NA12878_S1.chr11.sam.deez_rawstreams.EditSeqend,2,75.09996708,0.044766912,6,1,1
bzip2,51186215,82,0.79,9576,0.94,5700,02_NA12878_S1.chr11.sam.deez_rawstreams.EditSeqend,2,61.79111215,8.32E-05,2,2,5
xz,51186215,7576,5.42,520040,1.21,52088,02_NA12878_S1.chr11.sam.deez_rawstreams.EditSeqend,2,9.006453616,0.005971105,5,6,2
rans0,51186215,3569,1,2556,1.19,3384,02_NA12878_S1.chr11.sam.deez_rawstreams.EditSeqend,2,48.8149786,0.002860222,3,3,3
rans1,51186215,3912,1.27,2644,3.42,4564,02_NA12878_S1.chr11.sam.deez_rawstreams.EditSeqend,2,38.43699102,0.00109087,4,4,4
gabac,51186215,36,3.01,455496,4.64,529196,02_NA12878_S1.chr11.sam.deez_rawstreams.EditSeqend,2,16.21760086,7.40E-06,1,5,7
gzip,159359444,81118848,44.58,1660,3.4,1628,02_NA12878_S1.chr11.sam.deez_rawstreams.EditACGT_IS_SeqVec,2,3.409084989,22.75322409,3,4,2
bzip2,159359444,79902040,26.62,9840,12.72,6976,02_NA12878_S1.chr11.sam.deez_rawstreams.EditACGT_IS_SeqVec,2,5.709128806,5.990607184,2,3,5
xz,159359444,76109616,144.17,691196,10.4,67820,02_NA12878_S1.chr11.sam.deez_rawstreams.EditACGT_IS_SeqVec,2,1.05415141,6.979210193,1,5,3
rans0,159359444,138111902,5.23,4724,4.79,5372,02_NA12878_S1.chr11.sam.deez_rawstreams.EditACGT_IS_SeqVec,2,29.0587015,27.49765631,6,1,1
rans1,159359444,89993338,10.25,5832,14.26,6180,02_NA12878_S1.chr11.sam.deez_rawstreams.EditACGT_IS_SeqVec,2,14.82702525,6.018536823,5,2,4
gabac,159359444,86028260,467.51,2266148,38.82,3164628,02_NA12878_S1.chr11.sam.deez_rawstreams.EditACGT_IS_SeqVec,2,0.325077557,2.113419424,4,6,6
gzip,51193183,827704,3.96,1768,0.69,1680,02_NA12878_S1.chr11.sam.deez_rawstreams.pairedChr,2,12.32869288,1.144000067,5,4,1
bzip2,51193183,553046,0.62,10108,0.77,6268,02_NA12878_S1.chr11.sam.deez_rawstreams.pairedChr,2,78.74455452,0.684968527,2,1,2
xz,51193183,903204,14.23,518112,1.37,52140,02_NA12878_S1.chr11.sam.deez_rawstreams.pairedChr,2,3.430894153,0.628731721,6,6,3
rans0,51193183,607098,0.98,3136,1.16,3784,02_NA12878_S1.chr11.sam.deez_rawstreams.pairedChr,2,49.81798347,0.499115319,3,2,4
rans1,51193183,533064,1.14,3272,1.28,5028,02_NA12878_S1.chr11.sam.deez_rawstreams.pairedChr,2,42.82598579,0.39716363,1,3,5
gabac,51193183,611555,6.79,455684,11.01,554976,02_NA12878_S1.chr11.sam.deez_rawstreams.pairedChr,2,7.190224419,0.052972234,4,5,7
