codec,uncompressed_size,compressed_size,compression_time_s,compression_max_RSS_kB,decompression_time_s,decompression_max_RSS_kB,filename,test_set,compression_speed_MiB/s,decompression_speed_MiB/s,compression_rank,compression_speed_rank,decompression_speed_rank
rANS-1,51186400,19239166,2.18,4840,5.55,5816,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_AP,2,22.39227295,3.305927655,2,2,6
GABAC,51186400,19437103,4.34,805344,4.64,824040,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_AP,2,11.24773157,3.994971103,3,3,5
gzip,31950349,435497,1.08,1776,0.45,1700,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_X0C,2,28.21317337,0.922938453,4,5,2
bzip2,31950349,326612,0.67,9864,0.45,6008,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_X0C,2,45.47795111,0.692181057,1,4,5
xz,31950349,351984,3.08,351548,0.39,35268,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_X0C,2,9.892930923,0.860713078,3,6,4
rANS-0,31950349,1199093,0.43,3860,0.57,4460,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_X0C,2,70.86099358,2.00621789,6,1,1
rANS-1,31950349,604911,0.53,4220,0.64,5128,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_X0C,2,57.4909948,0.901387632,5,3,3
GABAC,31950349,342322,0.44,286060,0.73,306144,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_X0C,2,69.25051646,0.447210547,2,2,7
gzip,46004543,6340310,113.91,1688,0.72,1604,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_XTA,2,0.385158029,8.398042785,6,6,1
bzip2,46004543,6245533,3.82,10528,1.94,6848,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_XTA,2,11.48517044,3.070208461,5,4,5
xz,46004543,5464112,77.77,473872,0.82,47132,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_XTA,2,0.564142357,6.354857654,3,5,2
rANS-0,46004543,5713862,0.84,3872,0.94,4244,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_XTA,2,52.23017988,5.79698238,4,1,3
rANS-1,46004543,5010683,0.94,3780,1.02,5500,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_XTA,2,46.67377776,4.684862436,2,2,4
GABAC,46004543,5008656,3.29,891264,2.55,894680,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_XTA,2,13.33536508,1.873186897,1,3,7
gzip,209715200,32498612,36.9,1796,3.2,1624,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_XAZ.cropped,1,5.420054201,9.68534112,3,4,3
bzip2,209715200,28938049,26.86,10288,7.66,7044,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_XAZ.cropped,1,7.446016381,3.602803407,2,3,6
xz,209715200,23592532,140.65,691424,4.52,67820,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_XAZ.cropped,1,1.421969428,4.977785803,1,5,4
rANS-0,209715200,100059836,4.46,4480,4.86,4796,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_XAZ.cropped,1,44.84304933,19.6346699,6,1,1
rANS-1,209715200,71973007,5.2,4484,5.49,5868,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_XAZ.cropped,1,38.46153846,12.50251516,5,2,2
GABAC,209715200,37209932,293.08,2055880,11.7,2469724,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_XAZ.cropped,1,0.682407534,3.033004826,4,6,7
